"Tabela 10061 - Pessoas de 18 anos ou mais de idade, por nível de instrução, segundo os grupos de idade, o sexo e a cor ou raça"
"Variável - Pessoas de 18 anos ou mais de idade (Pessoas)"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Ano x Nível de instrução x Grupo de idade"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"2022"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Sem instrução e fundamental incompleto";;;;;;;;;;;;;;;;;;"Fundamental completo e médio incompleto";;;;;;;;;;;;;;;;;;"Médio completo e superior incompleto";;;;;;;;;;;;;;;;;;"Superior completo"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais"
"Piauí";"Mulheres";"Amarela";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"0,00";"-";"0,00";"-";"-";"0,01";"0,00";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"0,00";"0,00";"-"
"Piauí";"Mulheres";"Parda";"0,54";"0,13";"0,41";"12,97";"9,16";"0,52";"0,74";"1,04";"1,35";"1,38";"1,38";"1,48";"1,27";"3,80";"1,13";"1,00";"0,74";"0,93";"1,19";"0,50";"0,69";"3,63";"3,38";"0,58";"0,59";"0,59";"0,46";"0,39";"0,29";"0,28";"0,20";"0,26";"0,11";"0,07";"0,03";"0,04";"2,82";"0,68";"2,13";"7,71";"7,31";"1,55";"1,42";"1,36";"1,03";"0,72";"0,53";"0,42";"0,27";"0,40";"0,20";"0,12";"0,04";"0,04";"0,27";"0,01";"0,26";"4,39";"4,09";"0,65";"0,77";"0,73";"0,61";"0,43";"0,35";"0,31";"0,24";"0,30";"0,16";"0,08";"0,04";"0,02"
"Piauí";"Mulheres";"Indígena";"0,00";"0,00";"0,00";"0,05";"0,03";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,01";"0,00";"0,00";"0,01";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"-";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-"
"Ceará";"Homens";"Branca";"0,20";"0,05";"0,15";"4,22";"2,94";"0,19";"0,23";"0,28";"0,40";"0,45";"0,49";"0,49";"0,40";"1,28";"0,35";"0,33";"0,25";"0,34";"0,42";"0,18";"0,24";"1,34";"1,20";"0,21";"0,20";"0,20";"0,15";"0,13";"0,12";"0,11";"0,07";"0,15";"0,06";"0,04";"0,03";"0,02";"1,22";"0,32";"0,91";"3,24";"2,99";"0,66";"0,54";"0,52";"0,42";"0,29";"0,22";"0,19";"0,15";"0,25";"0,11";"0,06";"0,04";"0,04";"0,10";"0,01";"0,10";"1,76";"1,54";"0,24";"0,29";"0,28";"0,24";"0,16";"0,13";"0,12";"0,09";"0,22";"0,08";"0,07";"0,04";"0,04"
"Ceará";"Homens";"Preta";"0,09";"0,02";"0,07";"1,97";"1,49";"0,09";"0,11";"0,16";"0,20";"0,23";"0,25";"0,24";"0,21";"0,48";"0,15";"0,13";"0,09";"0,10";"0,16";"0,05";"0,10";"0,51";"0,48";"0,10";"0,09";"0,08";"0,06";"0,05";"0,04";"0,04";"0,02";"0,03";"0,01";"0,01";"0,00";"0,00";"0,30";"0,07";"0,24";"0,93";"0,90";"0,21";"0,17";"0,16";"0,14";"0,09";"0,06";"0,05";"0,03";"0,03";"0,02";"0,01";"0,00";"0,00";"0,02";"0,00";"0,02";"0,23";"0,22";"0,04";"0,04";"0,04";"0,03";"0,03";"0,01";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00"
"Ceará";"Homens";"Amarela";"0,00";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"0,00";"-";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-"
"Ceará";"Homens";"Parda";"0,65";"0,15";"0,50";"12,42";"9,53";"0,68";"0,89";"1,06";"1,38";"1,48";"1,48";"1,41";"1,15";"2,89";"0,91";"0,78";"0,53";"0,67";"1,22";"0,45";"0,77";"3,83";"3,61";"0,77";"0,72";"0,63";"0,47";"0,33";"0,28";"0,24";"0,15";"0,22";"0,10";"0,06";"0,03";"0,03";"2,77";"0,69";"2,09";"7,46";"7,18";"1,73";"1,43";"1,34";"1,04";"0,63";"0,45";"0,34";"0,22";"0,28";"0,14";"0,08";"0,04";"0,03";"0,13";"0,01";"0,13";"2,05";"1,90";"0,35";"0,35";"0,35";"0,29";"0,20";"0,15";"0,12";"0,10";"0,14";"0,07";"0,04";"0,02";"0,01"
"Ceará";"Homens";"Indígena";"0,01";"0,00";"0,00";"0,09";"0,07";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,02";"0,01";"0,01";"0,01";"0,00";"0,01";"0,00";"0,01";"0,03";"0,03";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,01";"0,05";"0,05";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-"
"Ceará";"Mulheres";"Branca";"0,12";"0,03";"0,09";"4,44";"2,67";"0,12";"0,16";"0,23";"0,33";"0,42";"0,46";"0,50";"0,46";"1,77";"0,43";"0,42";"0,33";"0,58";"0,33";"0,14";"0,19";"1,54";"1,29";"0,18";"0,18";"0,20";"0,17";"0,17";"0,15";"0,13";"0,11";"0,25";"0,08";"0,06";"0,04";"0,07";"1,31";"0,36";"0,95";"3,99";"3,54";"0,70";"0,58";"0,58";"0,50";"0,38";"0,31";"0,28";"0,22";"0,44";"0,17";"0,12";"0,07";"0,09";"0,16";"0,01";"0,15";"2,86";"2,53";"0,40";"0,43";"0,44";"0,38";"0,27";"0,23";"0,21";"0,17";"0,33";"0,13";"0,09";"0,06";"0,05"
"Ceará";"Mulheres";"Preta";"0,04";"0,01";"0,03";"1,54";"1,04";"0,04";"0,06";"0,09";"0,14";"0,16";"0,18";"0,20";"0,17";"0,50";"0,15";"0,13";"0,09";"0,12";"0,10";"0,04";"0,06";"0,44";"0,40";"0,07";"0,07";"0,06";"0,06";"0,04";"0,04";"0,03";"0,02";"0,04";"0,02";"0,01";"0,01";"0,01";"0,29";"0,07";"0,22";"0,88";"0,83";"0,19";"0,15";"0,14";"0,12";"0,08";"0,06";"0,05";"0,03";"0,04";"0,02";"0,01";"0,00";"0,01";"0,02";"0,00";"0,02";"0,34";"0,33";"0,06";"0,06";"0,06";"0,04";"0,04";"0,03";"0,03";"0,02";"0,02";"0,01";"0,01";"0,00";"0,00"
"Ceará";"Mulheres";"Amarela";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,02";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-"
"Ceará";"Mulheres";"Parda";"0,43";"0,10";"0,33";"11,92";"8,49";"0,45";"0,63";"0,87";"1,18";"1,34";"1,39";"1,44";"1,19";"3,44";"1,00";"0,89";"0,64";"0,90";"1,06";"0,38";"0,68";"4,47";"4,14";"0,75";"0,77";"0,71";"0,57";"0,45";"0,38";"0,32";"0,20";"0,32";"0,13";"0,09";"0,05";"0,05";"3,06";"0,77";"2,29";"9,05";"8,64";"2,00";"1,74";"1,55";"1,19";"0,78";"0,60";"0,46";"0,29";"0,41";"0,18";"0,11";"0,06";"0,06";"0,22";"0,01";"0,21";"3,53";"3,29";"0,58";"0,59";"0,57";"0,51";"0,36";"0,28";"0,24";"0,18";"0,23";"0,11";"0,07";"0,03";"0,02"
"Ceará";"Mulheres";"Indígena";"0,00";"0,00";"0,00";"0,08";"0,06";"0,00";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,02";"0,01";"0,01";"0,00";"0,01";"0,01";"0,00";"0,01";"0,03";"0,03";"0,01";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,00";"0,02";"0,06";"0,06";"0,02";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,02";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-"
"Rio Grande do Norte";"Homens";"Branca";"0,45";"0,14";"0,31";"6,03";"4,44";"0,34";"0,40";"0,50";"0,60";"0,65";"0,70";"0,68";"0,56";"1,59";"0,45";"0,41";"0,30";"0,44";"0,71";"0,33";"0,39";"1,84";"1,66";"0,31";"0,27";"0,27";"0,23";"0,18";"0,15";"0,14";"0,11";"0,18";"0,07";"0,04";"0,03";"0,03";"1,36";"0,29";"1,07";"4,40";"4,09";"0,83";"0,72";"0,69";"0,61";"0,42";"0,33";"0,29";"0,21";"0,31";"0,14";"0,08";"0,05";"0,04";"0,12";"0,01";"0,12";"2,66";"2,37";"0,37";"0,42";"0,44";"0,35";"0,26";"0,20";"0,18";"0,15";"0,29";"0,12";"0,09";"0,05";"0,04"
"Rio Grande do Norte";"Homens";"Preta";"0,17";"0,04";"0,13";"2,68";"2,04";"0,16";"0,18";"0,23";"0,29";"0,30";"0,32";"0,29";"0,27";"0,64";"0,20";"0,18";"0,12";"0,14";"0,21";"0,08";"0,13";"0,66";"0,62";"0,12";"0,11";"0,10";"0,09";"0,06";"0,05";"0,05";"0,03";"0,04";"0,02";"0,01";"0,01";"0,00";"0,26";"0,04";"0,22";"1,25";"1,19";"0,23";"0,21";"0,21";"0,19";"0,13";"0,09";"0,08";"0,06";"0,05";"0,02";"0,02";"0,01";"0,01";"0,01";"0,00";"0,01";"0,35";"0,32";"0,05";"0,05";"0,06";"0,05";"0,03";"0,04";"0,02";"0,02";"0,03";"0,01";"0,01";"0,00";"0,00"
"Rio Grande do Norte";"Homens";"Amarela";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"0,00";"-";"0,00";"0,01";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"-";"-";"-";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"0,00";"-";"-"
"Rio Grande do Norte";"Homens";"Parda";"0,88";"0,25";"0,63";"10,05";"7,83";"0,63";"0,79";"0,93";"1,13";"1,17";"1,15";"1,13";"0,91";"2,22";"0,71";"0,59";"0,42";"0,50";"1,18";"0,48";"0,70";"2,84";"2,66";"0,54";"0,48";"0,47";"0,36";"0,26";"0,24";"0,19";"0,13";"0,18";"0,09";"0,05";"0,02";"0,02";"1,59";"0,30";"1,29";"5,55";"5,27";"1,09";"0,94";"0,95";"0,77";"0,53";"0,41";"0,34";"0,24";"0,28";"0,14";"0,07";"0,04";"0,03";"0,11";"0,01";"0,11";"1,97";"1,82";"0,30";"0,34";"0,33";"0,28";"0,18";"0,16";"0,14";"0,10";"0,15";"0,07";"0,05";"0,02";"0,01"
"Rio Grande do Norte";"Homens";"Indígena";"0,01";"0,00";"0,01";"0,07";"0,06";"0,01";"0,01";"0,01";"0,00";"0,01";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,01";"0,00";"0,01";"0,02";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-"
"Rio Grande do Norte";"Mulheres";"Branca";"0,26";"0,07";"0,19";"6,05";"3,79";"0,20";"0,27";"0,36";"0,49";"0,57";"0,63";"0,67";"0,60";"2,26";"0,55";"0,53";"0,42";"0,76";"0,60";"0,27";"0,33";"2,14";"1,86";"0,26";"0,27";"0,26";"0,25";"0,25";"0,22";"0,21";"0,15";"0,28";"0,09";"0,06";"0,05";"0,08";"1,60";"0,35";"1,26";"5,63";"5,06";"0,91";"0,81";"0,84";"0,74";"0,54";"0,50";"0,42";"0,30";"0,57";"0,23";"0,14";"0,09";"0,10";"0,18";"0,00";"0,18";"4,25";"3,79";"0,59";"0,65";"0,66";"0,59";"0,41";"0,34";"0,29";"0,25";"0,46";"0,19";"0,13";"0,08";"0,05"
"Rio Grande do Norte";"Mulheres";"Preta";"0,10";"0,03";"0,07";"2,13";"1,46";"0,09";"0,11";"0,14";"0,19";"0,20";"0,24";"0,26";"0,23";"0,66";"0,19";"0,18";"0,12";"0,17";"0,16";"0,07";"0,10";"0,59";"0,53";"0,09";"0,09";"0,08";"0,08";"0,06";"0,05";"0,05";"0,04";"0,05";"0,02";"0,01";"0,01";"0,01";"0,29";"0,06";"0,23";"1,18";"1,11";"0,21";"0,20";"0,19";"0,18";"0,12";"0,10";"0,07";"0,05";"0,07";"0,04";"0,02";"0,01";"0,01";"0,03";"0,00";"0,03";"0,49";"0,46";"0,07";"0,08";"0,08";"0,07";"0,05";"0,04";"0,04";"0,03";"0,03";"0,01";"0,01";"0,00";"0,00"
"Rio Grande do Norte";"Mulheres";"Amarela";"0,00";"0,00";"0,00";"0,04";"0,03";"0,00";"0,00";"0,01";"0,00";"0,00";"0,01";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,01";"0,00";"0,00";"0,02";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"-";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-"
"Rio Grande do Norte";"Mulheres";"Parda";"0,57";"0,16";"0,41";"9,47";"6,83";"0,45";"0,55";"0,77";"0,92";"1,04";"1,05";"1,11";"0,94";"2,65";"0,77";"0,68";"0,49";"0,70";"1,04";"0,43";"0,60";"3,25";"3,01";"0,54";"0,52";"0,47";"0,42";"0,35";"0,28";"0,26";"0,17";"0,24";"0,09";"0,07";"0,04";"0,04";"1,86";"0,38";"1,48";"6,95";"6,57";"1,34";"1,20";"1,18";"0,94";"0,68";"0,51";"0,43";"0,29";"0,38";"0,18";"0,10";"0,05";"0,05";"0,16";"0,01";"0,16";"3,20";"2,95";"0,45";"0,53";"0,53";"0,45";"0,30";"0,27";"0,25";"0,17";"0,25";"0,13";"0,07";"0,03";"0,02"
"Rio Grande do Norte";"Mulheres";"Indígena";"0,01";"0,00";"0,01";"0,06";"0,05";"0,01";"0,00";"0,01";"0,00";"0,01";"0,01";"0,01";"0,01";"0,02";"0,01";"0,01";"0,00";"0,01";"0,00";"0,00";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"0,01";"0,00";"0,01";"0,03";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-"
"Paraíba";"Homens";"Branca";"0,39";"0,11";"0,28";"6,30";"4,59";"0,32";"0,39";"0,52";"0,67";"0,73";"0,71";"0,68";"0,57";"1,71";"0,48";"0,44";"0,34";"0,46";"0,58";"0,26";"0,33";"1,53";"1,37";"0,26";"0,22";"0,21";"0,19";"0,14";"0,13";"0,12";"0,10";"0,15";"0,07";"0,04";"0,02";"0,03";"1,29";"0,31";"0,98";"3,52";"3,28";"0,67";"0,59";"0,56";"0,46";"0,33";"0,27";"0,22";"0,19";"0,24";"0,10";"0,07";"0,03";"0,03";"0,13";"0,00";"0,12";"2,35";"2,05";"0,34";"0,38";"0,37";"0,31";"0,20";"0,15";"0,16";"0,14";"0,30";"0,12";"0,09";"0,05";"0,05"
"Paraíba";"Homens";"Preta";"0,13";"0,03";"0,10";"2,34";"1,78";"0,14";"0,16";"0,20";"0,26";"0,28";"0,28";"0,25";"0,21";"0,56";"0,17";"0,15";"0,11";"0,13";"0,19";"0,07";"0,11";"0,48";"0,45";"0,09";"0,07";"0,08";"0,06";"0,06";"0,04";"0,03";"0,02";"0,03";"0,02";"0,01";"0,00";"0,00";"0,28";"0,06";"0,22";"0,93";"0,89";"0,19";"0,15";"0,16";"0,14";"0,10";"0,06";"0,05";"0,03";"0,04";"0,02";"0,01";"0,00";"0,00";"0,02";"0,00";"0,02";"0,34";"0,31";"0,06";"0,06";"0,05";"0,04";"0,04";"0,02";"0,02";"0,02";"0,03";"0,01";"0,01";"0,00";"0,00"
"Paraíba";"Homens";"Amarela";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-"
"Paraíba";"Homens";"Parda";"0,86";"0,24";"0,63";"12,06";"9,46";"0,77";"0,93";"1,17";"1,41";"1,47";"1,39";"1,28";"1,03";"2,60";"0,85";"0,68";"0,48";"0,60";"1,14";"0,46";"0,68";"2,65";"2,49";"0,53";"0,46";"0,42";"0,34";"0,25";"0,20";"0,17";"0,12";"0,17";"0,07";"0,05";"0,02";"0,02";"1,90";"0,44";"1,46";"5,44";"5,21";"1,15";"1,03";"0,97";"0,76";"0,46";"0,34";"0,30";"0,18";"0,23";"0,12";"0,06";"0,03";"0,02";"0,11";"0,01";"0,11";"1,99";"1,80";"0,32";"0,33";"0,31";"0,27";"0,19";"0,14";"0,13";"0,10";"0,19";"0,09";"0,05";"0,03";"0,02"
"Paraíba";"Homens";"Indígena";"0,01";"0,00";"0,01";"0,14";"0,11";"0,01";"0,01";"0,02";"0,02";"0,01";"0,01";"0,02";"0,01";"0,03";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,03";"0,03";"0,01";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,02";"0,06";"0,06";"0,02";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"0,00";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00"
"Paraíba";"Mulheres";"Branca";"0,22";"0,06";"0,16";"6,40";"4,00";"0,18";"0,27";"0,40";"0,54";"0,63";"0,66";"0,71";"0,61";"2,40";"0,58";"0,57";"0,46";"0,78";"0,44";"0,21";"0,24";"1,76";"1,49";"0,21";"0,21";"0,23";"0,21";"0,18";"0,17";"0,15";"0,11";"0,28";"0,09";"0,07";"0,05";"0,07";"1,49";"0,42";"1,07";"4,59";"4,13";"0,77";"0,67";"0,68";"0,60";"0,45";"0,38";"0,35";"0,24";"0,46";"0,17";"0,13";"0,07";"0,09";"0,20";"0,01";"0,19";"3,75";"3,23";"0,50";"0,55";"0,55";"0,48";"0,34";"0,29";"0,28";"0,24";"0,52";"0,21";"0,15";"0,09";"0,08"
"Paraíba";"Mulheres";"Preta";"0,08";"0,02";"0,06";"1,95";"1,34";"0,08";"0,09";"0,13";"0,18";"0,21";"0,21";"0,23";"0,21";"0,60";"0,18";"0,16";"0,11";"0,15";"0,14";"0,05";"0,08";"0,46";"0,42";"0,08";"0,06";"0,07";"0,05";"0,05";"0,04";"0,04";"0,03";"0,04";"0,02";"0,01";"0,01";"0,01";"0,30";"0,06";"0,24";"0,94";"0,90";"0,18";"0,17";"0,16";"0,13";"0,10";"0,07";"0,06";"0,04";"0,04";"0,02";"0,01";"0,01";"0,01";"0,02";"-";"0,02";"0,45";"0,41";"0,07";"0,07";"0,06";"0,07";"0,05";"0,04";"0,03";"0,03";"0,03";"0,01";"0,01";"0,00";"0,00"
"Paraíba";"Mulheres";"Amarela";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,01";"0,00";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"-"
"Paraíba";"Mulheres";"Parda";"0,53";"0,15";"0,38";"11,43";"8,23";"0,50";"0,68";"0,91";"1,19";"1,29";"1,32";"1,27";"1,06";"3,20";"0,93";"0,82";"0,59";"0,85";"1,01";"0,41";"0,60";"3,08";"2,84";"0,54";"0,49";"0,47";"0,41";"0,31";"0,25";"0,21";"0,16";"0,24";"0,10";"0,07";"0,04";"0,04";"2,29";"0,54";"1,76";"7,04";"6,69";"1,41";"1,31";"1,20";"0,97";"0,67";"0,49";"0,38";"0,26";"0,34";"0,15";"0,09";"0,05";"0,05";"0,21";"0,01";"0,20";"3,52";"3,22";"0,54";"0,57";"0,55";"0,47";"0,35";"0,27";"0,26";"0,21";"0,30";"0,14";"0,09";"0,04";"0,03"
"Paraíba";"Mulheres";"Indígena";"0,01";"0,00";"0,01";"0,14";"0,10";"0,01";"0,01";"0,01";"0,02";"0,02";"0,02";"0,01";"0,01";"0,03";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,03";"0,03";"0,01";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,03";"0,01";"0,02";"0,07";"0,07";"0,02";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,04";"0,04";"0,00";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00"
"Pernambuco";"Homens";"Branca";"0,34";"0,09";"0,25";"5,11";"3,82";"0,29";"0,37";"0,46";"0,54";"0,56";"0,58";"0,53";"0,47";"1,29";"0,38";"0,33";"0,25";"0,33";"0,48";"0,22";"0,26";"1,44";"1,27";"0,21";"0,21";"0,20";"0,18";"0,14";"0,14";"0,11";"0,09";"0,17";"0,07";"0,04";"0,03";"0,03";"1,32";"0,31";"1,01";"3,85";"3,52";"0,68";"0,59";"0,57";"0,51";"0,39";"0,31";"0,26";"0,22";"0,33";"0,14";"0,09";"0,06";"0,05";"0,11";"0,00";"0,11";"2,24";"1,94";"0,29";"0,35";"0,32";"0,29";"0,21";"0,17";"0,15";"0,15";"0,31";"0,11";"0,09";"0,05";"0,06"
