"Tabela 3193 - Pessoas de 10 anos ou mais de idade, por estado civil, segundo o estado conjugal, a situação do domicílio, o sexo, a cor ou raça e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Ano x Estado civil x Estado conjugal x Situação do domicílio"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"2010"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Casado(a)";;;"Divorciado(a)";;;"Solteiro(a)"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Total";;;"Total";;;"Total"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Total";"Urbana";"Rural";"Total";"Urbana";"Rural";"Total";"Urbana";"Rural"
"Rondônia";"Mulheres";"Amarela";"35 a 39 anos";"0,04";"0,03";"0,01";"0,00";"0,00";"0,00";"0,03";"0,03";"0,00"
"Rondônia";"Mulheres";"Amarela";"40 a 44 anos";"0,04";"0,03";"0,01";"0,01";"0,01";"-";"0,02";"0,02";"0,00"
"Rondônia";"Mulheres";"Amarela";"45 a 49 anos";"0,04";"0,03";"0,01";"0,01";"0,01";"0,00";"0,02";"0,02";"0,00"
"Rondônia";"Mulheres";"Amarela";"50 a 54 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,00"
"Rondônia";"Mulheres";"Amarela";"55 a 59 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Rondônia";"Mulheres";"Amarela";"60 a 64 anos";"0,01";"0,01";"0,00";"-";"-";"-";"0,00";"0,00";"-"
"Rondônia";"Mulheres";"Amarela";"65 a 69 anos";"0,01";"0,01";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-"
"Rondônia";"Mulheres";"Amarela";"70 a 74 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"-";"-"
"Rondônia";"Mulheres";"Amarela";"75 a 79 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Amarela";"80 anos ou mais";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Parda";"18 e 19 anos";"0,14";"0,09";"0,05";"0,00";"0,00";"0,00";"1,15";"0,92";"0,23"
"Rondônia";"Mulheres";"Parda";"20 a 24 anos";"0,75";"0,50";"0,24";"0,02";"0,02";"0,00";"2,50";"2,07";"0,43"
"Rondônia";"Mulheres";"Parda";"25 a 29 anos";"1,09";"0,79";"0,30";"0,06";"0,05";"0,01";"2,00";"1,65";"0,36"
"Rondônia";"Mulheres";"Parda";"30 a 34 anos";"1,21";"0,86";"0,35";"0,12";"0,10";"0,02";"1,49";"1,23";"0,26"
"Rondônia";"Mulheres";"Parda";"35 a 39 anos";"1,19";"0,82";"0,37";"0,11";"0,10";"0,01";"1,10";"0,91";"0,19"
"Rondônia";"Mulheres";"Parda";"40 a 44 anos";"1,11";"0,80";"0,30";"0,16";"0,14";"0,02";"0,74";"0,62";"0,12"
"Rondônia";"Mulheres";"Parda";"45 a 49 anos";"0,97";"0,65";"0,32";"0,14";"0,13";"0,01";"0,50";"0,43";"0,07"
"Rondônia";"Mulheres";"Parda";"50 a 54 anos";"0,80";"0,51";"0,29";"0,11";"0,10";"0,01";"0,33";"0,27";"0,06"
"Rondônia";"Mulheres";"Parda";"55 a 59 anos";"0,61";"0,38";"0,23";"0,07";"0,05";"0,02";"0,20";"0,17";"0,03"
"Rondônia";"Mulheres";"Parda";"60 a 64 anos";"0,40";"0,27";"0,13";"0,05";"0,04";"0,01";"0,11";"0,09";"0,02"
"Rondônia";"Mulheres";"Parda";"65 a 69 anos";"0,25";"0,15";"0,09";"0,03";"0,02";"0,00";"0,08";"0,07";"0,01"
"Rondônia";"Mulheres";"Parda";"70 a 74 anos";"0,14";"0,09";"0,05";"0,02";"0,02";"0,00";"0,04";"0,03";"0,01"
"Rondônia";"Mulheres";"Parda";"75 a 79 anos";"0,07";"0,05";"0,02";"0,00";"0,00";"-";"0,02";"0,01";"0,00"
"Rondônia";"Mulheres";"Parda";"80 anos ou mais";"0,03";"0,02";"0,01";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00"
"Rondônia";"Mulheres";"Indígena";"18 e 19 anos";"0,00";"-";"0,00";"-";"-";"-";"0,02";"0,00";"0,02"
"Rondônia";"Mulheres";"Indígena";"20 a 24 anos";"0,01";"-";"0,01";"-";"-";"-";"0,03";"0,01";"0,03"
"Rondônia";"Mulheres";"Indígena";"25 a 29 anos";"0,01";"0,00";"0,01";"-";"-";"-";"0,03";"0,01";"0,02"
"Rondônia";"Mulheres";"Indígena";"30 a 34 anos";"0,01";"0,00";"0,01";"0,00";"0,00";"-";"0,02";"0,01";"0,01"
"Rondônia";"Mulheres";"Indígena";"35 a 39 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,02";"0,01";"0,01"
"Rondônia";"Mulheres";"Indígena";"40 a 44 anos";"0,01";"0,00";"0,01";"0,00";"-";"0,00";"0,01";"0,00";"0,01"
"Rondônia";"Mulheres";"Indígena";"45 a 49 anos";"0,01";"0,00";"0,01";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Rondônia";"Mulheres";"Indígena";"50 a 54 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,01"
"Rondônia";"Mulheres";"Indígena";"55 a 59 anos";"0,01";"0,00";"0,00";"-";"-";"-";"0,01";"0,00";"0,00"
"Rondônia";"Mulheres";"Indígena";"60 a 64 anos";"0,00";"-";"0,00";"-";"-";"-";"0,00";"0,00";"-"
"Rondônia";"Mulheres";"Indígena";"65 a 69 anos";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Indígena";"70 a 74 anos";"0,00";"-";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Rondônia";"Mulheres";"Indígena";"75 a 79 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"-"
"Rondônia";"Mulheres";"Indígena";"80 anos ou mais";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Rondônia";"Mulheres";"Sem declaração";"18 e 19 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Sem declaração";"20 a 24 anos";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-"
"Rondônia";"Mulheres";"Sem declaração";"25 a 29 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Sem declaração";"30 a 34 anos";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-"
"Rondônia";"Mulheres";"Sem declaração";"35 a 39 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Sem declaração";"40 a 44 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Sem declaração";"45 a 49 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Sem declaração";"50 a 54 anos";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-"
"Rondônia";"Mulheres";"Sem declaração";"55 a 59 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Sem declaração";"60 a 64 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Sem declaração";"65 a 69 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Sem declaração";"70 a 74 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Sem declaração";"75 a 79 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Sem declaração";"80 anos ou mais";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Acre";"Homens";"Branca";"18 e 19 anos";"0,02";"0,01";"0,01";"0,00";"-";"0,00";"0,52";"0,40";"0,12"
"Acre";"Homens";"Branca";"20 a 24 anos";"0,14";"0,11";"0,03";"0,00";"0,00";"0,00";"1,22";"0,98";"0,23"
"Acre";"Homens";"Branca";"25 a 29 anos";"0,33";"0,28";"0,05";"0,01";"0,01";"-";"0,86";"0,68";"0,19"
"Acre";"Homens";"Branca";"30 a 34 anos";"0,43";"0,35";"0,08";"0,02";"0,02";"0,00";"0,70";"0,52";"0,18"
"Acre";"Homens";"Branca";"35 a 39 anos";"0,44";"0,35";"0,09";"0,02";"0,01";"0,00";"0,50";"0,37";"0,12"
"Acre";"Homens";"Branca";"40 a 44 anos";"0,36";"0,29";"0,07";"0,03";"0,03";"0,01";"0,36";"0,25";"0,11"
"Acre";"Homens";"Branca";"45 a 49 anos";"0,37";"0,29";"0,08";"0,02";"0,02";"0,01";"0,22";"0,17";"0,05"
"Acre";"Homens";"Branca";"50 a 54 anos";"0,31";"0,25";"0,06";"0,03";"0,03";"0,00";"0,17";"0,12";"0,05"
"Acre";"Homens";"Branca";"55 a 59 anos";"0,24";"0,19";"0,05";"0,03";"0,03";"0,01";"0,13";"0,07";"0,05"
"Acre";"Homens";"Branca";"60 a 64 anos";"0,19";"0,14";"0,05";"0,02";"0,02";"0,00";"0,09";"0,07";"0,02"
"Acre";"Homens";"Branca";"65 a 69 anos";"0,15";"0,11";"0,04";"0,02";"0,01";"0,01";"0,07";"0,05";"0,02"
"Acre";"Homens";"Branca";"70 a 74 anos";"0,10";"0,07";"0,02";"0,01";"0,01";"0,00";"0,03";"0,02";"0,01"
"Acre";"Homens";"Branca";"75 a 79 anos";"0,08";"0,06";"0,02";"0,00";"0,00";"-";"0,02";"0,01";"0,01"
"Acre";"Homens";"Branca";"80 anos ou mais";"0,08";"0,06";"0,02";"0,00";"0,00";"-";"0,02";"0,02";"0,01"
"Acre";"Homens";"Preta";"18 e 19 anos";"0,01";"0,01";"-";"-";"-";"-";"0,15";"0,11";"0,03"
"Acre";"Homens";"Preta";"20 a 24 anos";"0,05";"0,04";"0,01";"0,00";"0,00";"0,00";"0,37";"0,26";"0,11"
"Acre";"Homens";"Preta";"25 a 29 anos";"0,10";"0,07";"0,03";"0,00";"0,00";"-";"0,30";"0,21";"0,09"
"Acre";"Homens";"Preta";"30 a 34 anos";"0,11";"0,08";"0,03";"0,01";"0,01";"0,00";"0,29";"0,20";"0,09"
"Acre";"Homens";"Preta";"35 a 39 anos";"0,09";"0,06";"0,03";"0,01";"0,00";"0,00";"0,19";"0,13";"0,06"
"Acre";"Homens";"Preta";"40 a 44 anos";"0,11";"0,09";"0,03";"0,01";"0,00";"0,00";"0,16";"0,10";"0,06"
"Acre";"Homens";"Preta";"45 a 49 anos";"0,10";"0,07";"0,04";"0,01";"0,01";"-";"0,10";"0,07";"0,04"
"Acre";"Homens";"Preta";"50 a 54 anos";"0,08";"0,05";"0,03";"0,00";"0,00";"-";"0,11";"0,08";"0,03"
"Acre";"Homens";"Preta";"55 a 59 anos";"0,08";"0,05";"0,02";"0,01";"0,01";"-";"0,05";"0,03";"0,02"
"Acre";"Homens";"Preta";"60 a 64 anos";"0,06";"0,04";"0,02";"0,00";"0,00";"-";"0,04";"0,02";"0,03"
"Acre";"Homens";"Preta";"65 a 69 anos";"0,05";"0,02";"0,02";"0,00";"0,00";"-";"0,02";"0,02";"0,01"
"Acre";"Homens";"Preta";"70 a 74 anos";"0,03";"0,03";"0,01";"0,00";"0,00";"0,00";"0,01";"0,01";"0,01"
"Acre";"Homens";"Preta";"75 a 79 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,02";"0,02";"0,01"
"Acre";"Homens";"Preta";"80 anos ou mais";"0,01";"0,01";"-";"-";"-";"-";"0,01";"0,01";"0,00"
"Acre";"Homens";"Amarela";"18 e 19 anos";"-";"-";"-";"-";"-";"-";"0,06";"0,04";"0,01"
"Acre";"Homens";"Amarela";"20 a 24 anos";"0,02";"0,01";"0,00";"-";"-";"-";"0,09";"0,08";"0,01"
"Acre";"Homens";"Amarela";"25 a 29 anos";"0,02";"0,02";"0,01";"-";"-";"-";"0,08";"0,05";"0,02"
"Acre";"Homens";"Amarela";"30 a 34 anos";"0,02";"0,02";"0,00";"0,00";"0,00";"-";"0,06";"0,04";"0,01"
"Acre";"Homens";"Amarela";"35 a 39 anos";"0,02";"0,02";"0,00";"-";"-";"-";"0,03";"0,02";"0,01"
"Acre";"Homens";"Amarela";"40 a 44 anos";"0,03";"0,02";"0,01";"0,00";"0,00";"-";"0,03";"0,02";"0,01"
"Acre";"Homens";"Amarela";"45 a 49 anos";"0,04";"0,03";"0,01";"0,00";"0,00";"-";"0,02";"0,01";"0,01"
"Acre";"Homens";"Amarela";"50 a 54 anos";"0,02";"0,01";"0,01";"0,00";"0,00";"-";"0,02";"0,01";"0,01"
"Acre";"Homens";"Amarela";"55 a 59 anos";"0,02";"0,01";"0,01";"0,00";"0,00";"-";"0,01";"0,00";"0,00"
"Acre";"Homens";"Amarela";"60 a 64 anos";"0,01";"0,01";"0,00";"0,00";"-";"0,00";"0,01";"0,00";"0,00"
"Acre";"Homens";"Amarela";"65 a 69 anos";"0,01";"0,01";"0,00";"-";"-";"-";"0,01";"0,01";"0,00"
"Acre";"Homens";"Amarela";"70 a 74 anos";"0,00";"0,00";"-";"0,00";"0,00";"-";"0,00";"0,00";"-"
"Acre";"Homens";"Amarela";"75 a 79 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Acre";"Homens";"Amarela";"80 anos ou mais";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-"
"Acre";"Homens";"Parda";"18 e 19 anos";"0,04";"0,02";"0,01";"-";"-";"-";"1,63";"1,19";"0,44"
"Acre";"Homens";"Parda";"20 a 24 anos";"0,37";"0,31";"0,06";"0,01";"0,01";"0,00";"3,73";"2,73";"1,00"
"Acre";"Homens";"Parda";"25 a 29 anos";"0,96";"0,79";"0,17";"0,02";"0,02";"0,01";"3,04";"2,19";"0,85"
"Acre";"Homens";"Parda";"30 a 34 anos";"1,13";"0,90";"0,23";"0,03";"0,03";"0,00";"2,18";"1,54";"0,64"
"Acre";"Homens";"Parda";"35 a 39 anos";"1,16";"0,90";"0,26";"0,06";"0,05";"0,01";"1,52";"1,07";"0,45"
"Acre";"Homens";"Parda";"40 a 44 anos";"1,02";"0,80";"0,22";"0,06";"0,05";"0,00";"1,19";"0,84";"0,36"
"Acre";"Homens";"Parda";"45 a 49 anos";"0,87";"0,64";"0,23";"0,08";"0,07";"0,01";"0,82";"0,54";"0,27"
"Acre";"Homens";"Parda";"50 a 54 anos";"0,75";"0,56";"0,19";"0,06";"0,05";"0,02";"0,56";"0,39";"0,17"
"Acre";"Homens";"Parda";"55 a 59 anos";"0,62";"0,43";"0,19";"0,06";"0,05";"0,01";"0,47";"0,29";"0,18"
"Acre";"Homens";"Parda";"60 a 64 anos";"0,48";"0,32";"0,16";"0,05";"0,04";"0,01";"0,25";"0,14";"0,11"
"Acre";"Homens";"Parda";"65 a 69 anos";"0,36";"0,25";"0,10";"0,03";"0,03";"0,00";"0,18";"0,11";"0,07"
"Acre";"Homens";"Parda";"70 a 74 anos";"0,25";"0,17";"0,08";"0,02";"0,01";"0,01";"0,13";"0,09";"0,04"
"Acre";"Homens";"Parda";"75 a 79 anos";"0,17";"0,13";"0,04";"0,01";"0,01";"0,00";"0,07";"0,04";"0,03"
"Acre";"Homens";"Parda";"80 anos ou mais";"0,16";"0,13";"0,03";"0,01";"0,01";"-";"0,09";"0,07";"0,02"
"Acre";"Homens";"Indígena";"18 e 19 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,06";"0,01";"0,04"
"Acre";"Homens";"Indígena";"20 a 24 anos";"0,01";"0,00";"0,01";"-";"-";"-";"0,11";"0,02";"0,09"
"Acre";"Homens";"Indígena";"25 a 29 anos";"0,01";"0,00";"0,01";"-";"-";"-";"0,06";"0,01";"0,05"
"Acre";"Homens";"Indígena";"30 a 34 anos";"0,01";"0,00";"0,01";"-";"-";"-";"0,05";"0,00";"0,05"
"Acre";"Homens";"Indígena";"35 a 39 anos";"0,02";"-";"0,02";"-";"-";"-";"0,04";"0,01";"0,04"
"Acre";"Homens";"Indígena";"40 a 44 anos";"0,02";"0,00";"0,01";"-";"-";"-";"0,03";"0,00";"0,03"
"Acre";"Homens";"Indígena";"45 a 49 anos";"0,02";"0,01";"0,01";"-";"-";"-";"0,02";"0,00";"0,01"
"Acre";"Homens";"Indígena";"50 a 54 anos";"0,01";"0,00";"0,01";"-";"-";"-";"0,01";"0,00";"0,01"
"Acre";"Homens";"Indígena";"55 a 59 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,01";"0,00";"0,01"
"Acre";"Homens";"Indígena";"60 a 64 anos";"0,01";"0,00";"0,00";"-";"-";"-";"0,01";"0,00";"0,01"
"Acre";"Homens";"Indígena";"65 a 69 anos";"0,01";"0,00";"0,01";"-";"-";"-";"0,01";"-";"0,01"
"Acre";"Homens";"Indígena";"70 a 74 anos";"0,00";"-";"0,00";"0,00";"-";"0,00";"0,01";"0,00";"0,00"
"Acre";"Homens";"Indígena";"75 a 79 anos";"0,00";"-";"0,00";"-";"-";"-";"0,00";"-";"0,00"
"Acre";"Homens";"Indígena";"80 anos ou mais";"0,01";"0,00";"0,00";"-";"-";"-";"0,01";"-";"0,01"
"Acre";"Homens";"Sem declaração";"18 e 19 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Acre";"Homens";"Sem declaração";"20 a 24 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Acre";"Homens";"Sem declaração";"25 a 29 anos";"-";"-";"-";"-";"-";"-";"0,01";"0,00";"0,00"
"Acre";"Homens";"Sem declaração";"30 a 34 anos";"-";"-";"-";"-";"-";"-";"0,00";"-";"0,00"
"Acre";"Homens";"Sem declaração";"35 a 39 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Acre";"Homens";"Sem declaração";"40 a 44 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Acre";"Homens";"Sem declaração";"45 a 49 anos";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-"
"Acre";"Homens";"Sem declaração";"50 a 54 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Acre";"Homens";"Sem declaração";"55 a 59 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Acre";"Homens";"Sem declaração";"60 a 64 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Acre";"Homens";"Sem declaração";"65 a 69 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Acre";"Homens";"Sem declaração";"70 a 74 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Acre";"Homens";"Sem declaração";"75 a 79 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Acre";"Homens";"Sem declaração";"80 anos ou mais";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Acre";"Mulheres";"Branca";"18 e 19 anos";"0,05";"0,04";"0,01";"0,00";"0,00";"-";"0,53";"0,43";"0,10"
"Acre";"Mulheres";"Branca";"20 a 24 anos";"0,31";"0,24";"0,06";"0,01";"0,00";"0,00";"1,15";"0,98";"0,17"
"Acre";"Mulheres";"Branca";"25 a 29 anos";"0,44";"0,36";"0,08";"0,04";"0,03";"0,00";"0,92";"0,77";"0,15"
"Acre";"Mulheres";"Branca";"30 a 34 anos";"0,51";"0,44";"0,07";"0,05";"0,04";"0,00";"0,64";"0,55";"0,10"
"Acre";"Mulheres";"Branca";"35 a 39 anos";"0,48";"0,40";"0,08";"0,06";"0,05";"0,00";"0,49";"0,40";"0,09"
"Acre";"Mulheres";"Branca";"40 a 44 anos";"0,42";"0,34";"0,08";"0,04";"0,04";"0,00";"0,35";"0,29";"0,06"
"Acre";"Mulheres";"Branca";"45 a 49 anos";"0,33";"0,27";"0,06";"0,04";"0,04";"0,00";"0,19";"0,16";"0,02"
"Acre";"Mulheres";"Branca";"50 a 54 anos";"0,29";"0,23";"0,06";"0,04";"0,04";"0,00";"0,19";"0,16";"0,03"
"Acre";"Mulheres";"Branca";"55 a 59 anos";"0,22";"0,17";"0,05";"0,04";"0,03";"0,00";"0,10";"0,08";"0,02"
"Acre";"Mulheres";"Branca";"60 a 64 anos";"0,16";"0,13";"0,04";"0,01";"0,01";"0,00";"0,07";"0,06";"0,01"
"Acre";"Mulheres";"Branca";"65 a 69 anos";"0,10";"0,08";"0,02";"0,03";"0,03";"0,00";"0,04";"0,03";"0,01"
"Acre";"Mulheres";"Branca";"70 a 74 anos";"0,07";"0,06";"0,01";"0,02";"0,02";"-";"0,02";"0,02";"0,00"
"Acre";"Mulheres";"Branca";"75 a 79 anos";"0,03";"0,02";"0,01";"0,00";"0,00";"-";"0,03";"0,02";"0,01"
"Acre";"Mulheres";"Branca";"80 anos ou mais";"0,02";"0,02";"0,01";"0,00";"0,00";"-";"0,01";"0,01";"0,00"
"Acre";"Mulheres";"Preta";"18 e 19 anos";"0,01";"0,01";"0,00";"-";"-";"-";"0,09";"0,07";"0,03"
"Acre";"Mulheres";"Preta";"20 a 24 anos";"0,05";"0,05";"0,01";"0,00";"0,00";"-";"0,26";"0,19";"0,07"
"Acre";"Mulheres";"Preta";"25 a 29 anos";"0,09";"0,08";"0,02";"0,00";"0,00";"0,00";"0,21";"0,15";"0,05"
"Acre";"Mulheres";"Preta";"30 a 34 anos";"0,09";"0,06";"0,03";"0,00";"0,00";"-";"0,17";"0,13";"0,04"
"Acre";"Mulheres";"Preta";"35 a 39 anos";"0,07";"0,05";"0,02";"0,00";"0,00";"0,00";"0,13";"0,10";"0,03"
"Acre";"Mulheres";"Preta";"40 a 44 anos";"0,06";"0,02";"0,03";"0,01";"0,01";"-";"0,11";"0,09";"0,02"
"Acre";"Mulheres";"Preta";"45 a 49 anos";"0,05";"0,03";"0,02";"0,01";"0,01";"-";"0,07";"0,05";"0,02"
"Acre";"Mulheres";"Preta";"50 a 54 anos";"0,04";"0,03";"0,01";"0,01";"0,01";"0,00";"0,06";"0,04";"0,03"
"Acre";"Mulheres";"Preta";"55 a 59 anos";"0,04";"0,03";"0,01";"0,01";"0,01";"0,00";"0,05";"0,04";"0,01"
"Acre";"Mulheres";"Preta";"60 a 64 anos";"0,03";"0,02";"0,01";"0,01";"0,01";"0,00";"0,03";"0,02";"0,01"
"Acre";"Mulheres";"Preta";"65 a 69 anos";"0,03";"0,02";"0,01";"0,00";"0,00";"-";"0,02";"0,01";"0,01"
"Acre";"Mulheres";"Preta";"70 a 74 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,00"
"Acre";"Mulheres";"Preta";"75 a 79 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,01";"0,00";"0,00"
"Acre";"Mulheres";"Preta";"80 anos ou mais";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,00"
"Acre";"Mulheres";"Amarela";"18 e 19 anos";"0,01";"0,00";"0,00";"-";"-";"-";"0,07";"0,05";"0,01"
"Acre";"Mulheres";"Amarela";"20 a 24 anos";"0,03";"0,03";"0,00";"0,00";"-";"0,00";"0,14";"0,11";"0,02"
"Acre";"Mulheres";"Amarela";"25 a 29 anos";"0,04";"0,04";"0,01";"0,00";"0,00";"-";"0,10";"0,08";"0,02"
"Acre";"Mulheres";"Amarela";"30 a 34 anos";"0,05";"0,04";"0,01";"0,00";"0,00";"0,00";"0,07";"0,06";"0,01"
"Acre";"Mulheres";"Amarela";"35 a 39 anos";"0,03";"0,03";"0,00";"0,00";"0,00";"-";"0,07";"0,06";"0,01"
"Acre";"Mulheres";"Amarela";"40 a 44 anos";"0,04";"0,03";"0,01";"0,00";"0,00";"-";"0,05";"0,04";"0,01"
"Acre";"Mulheres";"Amarela";"45 a 49 anos";"0,03";"0,02";"0,00";"-";"-";"-";"0,01";"0,01";"0,00"
"Acre";"Mulheres";"Amarela";"50 a 54 anos";"0,02";"0,02";"0,01";"0,00";"0,00";"-";"0,01";"0,01";"0,00"
"Acre";"Mulheres";"Amarela";"55 a 59 anos";"0,02";"0,01";"0,01";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Acre";"Mulheres";"Amarela";"60 a 64 anos";"0,00";"0,00";"-";"0,00";"0,00";"-";"0,01";"0,01";"-"
"Acre";"Mulheres";"Amarela";"65 a 69 anos";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"0,00"
"Acre";"Mulheres";"Amarela";"70 a 74 anos";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-"
"Acre";"Mulheres";"Amarela";"75 a 79 anos";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-"
"Acre";"Mulheres";"Amarela";"80 anos ou mais";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-"
"Acre";"Mulheres";"Parda";"18 e 19 anos";"0,13";"0,10";"0,03";"-";"-";"-";"1,56";"1,18";"0,37"
"Acre";"Mulheres";"Parda";"20 a 24 anos";"0,73";"0,57";"0,15";"0,03";"0,02";"0,01";"3,28";"2,54";"0,74"
"Acre";"Mulheres";"Parda";"25 a 29 anos";"1,21";"0,98";"0,24";"0,06";"0,05";"0,01";"2,67";"2,08";"0,59"
"Acre";"Mulheres";"Parda";"30 a 34 anos";"1,29";"1,02";"0,27";"0,08";"0,07";"0,01";"2,10";"1,64";"0,46"
"Acre";"Mulheres";"Parda";"35 a 39 anos";"1,11";"0,85";"0,26";"0,08";"0,08";"0,01";"1,46";"1,12";"0,35"
"Acre";"Mulheres";"Parda";"40 a 44 anos";"1,02";"0,76";"0,26";"0,10";"0,09";"0,01";"1,10";"0,87";"0,22"
"Acre";"Mulheres";"Parda";"45 a 49 anos";"0,83";"0,63";"0,20";"0,12";"0,10";"0,02";"0,84";"0,65";"0,19"
"Acre";"Mulheres";"Parda";"50 a 54 anos";"0,69";"0,51";"0,18";"0,10";"0,09";"0,01";"0,55";"0,43";"0,12"
"Acre";"Mulheres";"Parda";"55 a 59 anos";"0,55";"0,41";"0,14";"0,09";"0,09";"0,00";"0,34";"0,23";"0,10"
"Acre";"Mulheres";"Parda";"60 a 64 anos";"0,40";"0,30";"0,10";"0,05";"0,05";"0,00";"0,19";"0,15";"0,04"
"Acre";"Mulheres";"Parda";"65 a 69 anos";"0,30";"0,21";"0,08";"0,02";"0,02";"0,00";"0,16";"0,12";"0,04"
"Acre";"Mulheres";"Parda";"70 a 74 anos";"0,15";"0,13";"0,02";"0,01";"0,01";"-";"0,09";"0,06";"0,02"
"Acre";"Mulheres";"Parda";"75 a 79 anos";"0,06";"0,05";"0,01";"0,01";"0,01";"0,00";"0,04";"0,03";"0,01"
"Acre";"Mulheres";"Parda";"80 anos ou mais";"0,06";"0,05";"0,01";"0,00";"0,00";"-";"0,06";"0,04";"0,02"
"Acre";"Mulheres";"Indígena";"18 e 19 anos";"0,00";"-";"0,00";"-";"-";"-";"0,04";"0,01";"0,03"
"Acre";"Mulheres";"Indígena";"20 a 24 anos";"0,02";"0,00";"0,02";"0,00";"0,00";"-";"0,08";"0,01";"0,07"
"Acre";"Mulheres";"Indígena";"25 a 29 anos";"0,02";"0,00";"0,01";"-";"-";"-";"0,06";"0,01";"0,05"
"Acre";"Mulheres";"Indígena";"30 a 34 anos";"0,02";"0,00";"0,01";"0,00";"-";"0,00";"0,07";"0,01";"0,06"
"Acre";"Mulheres";"Indígena";"35 a 39 anos";"0,02";"0,00";"0,02";"0,00";"-";"0,00";"0,05";"0,01";"0,04"
