"Tabela 3193 - Pessoas de 10 anos ou mais de idade, por estado civil, segundo o estado conjugal, a situação do domicílio, o sexo, a cor ou raça e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Ano x Estado civil x Estado conjugal x Situação do domicílio"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"2010"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Casado(a)";;;"Divorciado(a)";;;"Solteiro(a)"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Total";;;"Total";;;"Total"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Total";"Urbana";"Rural";"Total";"Urbana";"Rural";"Total";"Urbana";"Rural"
"Paraíba";"Homens";"Indígena";"25 a 29 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,02";"0,01";"0,01"
"Paraíba";"Homens";"Indígena";"30 a 34 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,01"
"Paraíba";"Homens";"Indígena";"35 a 39 anos";"0,01";"0,00";"0,00";"-";"-";"-";"0,01";"0,01";"0,01"
"Paraíba";"Homens";"Indígena";"40 a 44 anos";"0,01";"0,01";"0,00";"0,00";"-";"0,00";"0,01";"0,00";"0,01"
"Paraíba";"Homens";"Indígena";"45 a 49 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00"
"Paraíba";"Homens";"Indígena";"50 a 54 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Paraíba";"Homens";"Indígena";"55 a 59 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00"
"Paraíba";"Homens";"Indígena";"60 a 64 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Paraíba";"Homens";"Indígena";"65 a 69 anos";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00"
"Paraíba";"Homens";"Indígena";"70 a 74 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Paraíba";"Homens";"Indígena";"75 a 79 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Paraíba";"Homens";"Indígena";"80 anos ou mais";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Paraíba";"Homens";"Sem declaração";"18 e 19 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paraíba";"Homens";"Sem declaração";"20 a 24 anos";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-"
"Paraíba";"Homens";"Sem declaração";"25 a 29 anos";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-"
"Paraíba";"Homens";"Sem declaração";"30 a 34 anos";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-"
"Paraíba";"Homens";"Sem declaração";"35 a 39 anos";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-"
"Paraíba";"Homens";"Sem declaração";"40 a 44 anos";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-"
"Paraíba";"Homens";"Sem declaração";"45 a 49 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paraíba";"Homens";"Sem declaração";"50 a 54 anos";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-"
"Paraíba";"Homens";"Sem declaração";"55 a 59 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paraíba";"Homens";"Sem declaração";"60 a 64 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paraíba";"Homens";"Sem declaração";"65 a 69 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paraíba";"Homens";"Sem declaração";"70 a 74 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paraíba";"Homens";"Sem declaração";"75 a 79 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paraíba";"Homens";"Sem declaração";"80 anos ou mais";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paraíba";"Mulheres";"Branca";"18 e 19 anos";"0,07";"0,05";"0,02";"0,00";"0,00";"0,00";"0,77";"0,60";"0,17"
"Paraíba";"Mulheres";"Branca";"20 a 24 anos";"0,45";"0,35";"0,10";"0,01";"0,01";"0,00";"1,68";"1,36";"0,32"
"Paraíba";"Mulheres";"Branca";"25 a 29 anos";"0,73";"0,59";"0,14";"0,05";"0,04";"0,00";"1,28";"1,05";"0,23"
"Paraíba";"Mulheres";"Branca";"30 a 34 anos";"0,84";"0,68";"0,16";"0,05";"0,05";"0,00";"0,94";"0,76";"0,18"
"Paraíba";"Mulheres";"Branca";"35 a 39 anos";"0,83";"0,67";"0,17";"0,09";"0,08";"0,01";"0,71";"0,58";"0,13"
"Paraíba";"Mulheres";"Branca";"40 a 44 anos";"0,88";"0,71";"0,17";"0,11";"0,10";"0,01";"0,54";"0,45";"0,09"
"Paraíba";"Mulheres";"Branca";"45 a 49 anos";"0,84";"0,67";"0,18";"0,10";"0,10";"0,01";"0,39";"0,34";"0,05"
"Paraíba";"Mulheres";"Branca";"50 a 54 anos";"0,65";"0,52";"0,14";"0,09";"0,09";"0,00";"0,27";"0,23";"0,04"
"Paraíba";"Mulheres";"Branca";"55 a 59 anos";"0,56";"0,43";"0,13";"0,07";"0,06";"0,01";"0,21";"0,18";"0,03"
"Paraíba";"Mulheres";"Branca";"60 a 64 anos";"0,50";"0,38";"0,12";"0,06";"0,05";"0,00";"0,17";"0,14";"0,04"
"Paraíba";"Mulheres";"Branca";"65 a 69 anos";"0,35";"0,25";"0,09";"0,03";"0,03";"0,00";"0,14";"0,11";"0,03"
"Paraíba";"Mulheres";"Branca";"70 a 74 anos";"0,27";"0,20";"0,07";"0,02";"0,02";"0,00";"0,12";"0,09";"0,03"
"Paraíba";"Mulheres";"Branca";"75 a 79 anos";"0,14";"0,10";"0,04";"0,01";"0,01";"0,00";"0,08";"0,07";"0,02"
"Paraíba";"Mulheres";"Branca";"80 anos ou mais";"0,12";"0,09";"0,03";"0,00";"0,00";"0,00";"0,11";"0,09";"0,02"
"Paraíba";"Mulheres";"Preta";"18 e 19 anos";"0,01";"0,01";"0,00";"-";"-";"-";"0,10";"0,08";"0,02"
"Paraíba";"Mulheres";"Preta";"20 a 24 anos";"0,05";"0,04";"0,01";"0,00";"0,00";"-";"0,25";"0,21";"0,04"
"Paraíba";"Mulheres";"Preta";"25 a 29 anos";"0,08";"0,07";"0,01";"0,00";"0,00";"0,00";"0,19";"0,16";"0,03"
"Paraíba";"Mulheres";"Preta";"30 a 34 anos";"0,08";"0,06";"0,02";"0,01";"0,00";"0,00";"0,17";"0,14";"0,03"
"Paraíba";"Mulheres";"Preta";"35 a 39 anos";"0,10";"0,09";"0,02";"0,01";"0,01";"0,00";"0,13";"0,11";"0,02"
"Paraíba";"Mulheres";"Preta";"40 a 44 anos";"0,10";"0,08";"0,02";"0,01";"0,01";"0,00";"0,09";"0,07";"0,02"
"Paraíba";"Mulheres";"Preta";"45 a 49 anos";"0,10";"0,07";"0,02";"0,01";"0,01";"0,00";"0,08";"0,07";"0,01"
"Paraíba";"Mulheres";"Preta";"50 a 54 anos";"0,08";"0,06";"0,02";"0,01";"0,01";"0,00";"0,05";"0,05";"0,01"
"Paraíba";"Mulheres";"Preta";"55 a 59 anos";"0,08";"0,06";"0,02";"0,01";"0,01";"0,00";"0,04";"0,04";"0,01"
"Paraíba";"Mulheres";"Preta";"60 a 64 anos";"0,07";"0,05";"0,02";"0,01";"0,01";"0,00";"0,04";"0,03";"0,01"
"Paraíba";"Mulheres";"Preta";"65 a 69 anos";"0,05";"0,03";"0,01";"0,00";"0,00";"0,00";"0,03";"0,02";"0,01"
"Paraíba";"Mulheres";"Preta";"70 a 74 anos";"0,03";"0,03";"0,01";"0,00";"0,00";"0,00";"0,02";"0,02";"0,01"
"Paraíba";"Mulheres";"Preta";"75 a 79 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,00"
"Paraíba";"Mulheres";"Preta";"80 anos ou mais";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,02";"0,02";"0,00"
"Paraíba";"Mulheres";"Amarela";"18 e 19 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,04";"0,03";"0,01"
"Paraíba";"Mulheres";"Amarela";"20 a 24 anos";"0,02";"0,02";"0,01";"0,00";"0,00";"0,00";"0,07";"0,05";"0,01"
"Paraíba";"Mulheres";"Amarela";"25 a 29 anos";"0,04";"0,03";"0,01";"0,00";"0,00";"0,00";"0,06";"0,05";"0,01"
"Paraíba";"Mulheres";"Amarela";"30 a 34 anos";"0,04";"0,03";"0,01";"0,00";"0,00";"-";"0,05";"0,04";"0,01"
"Paraíba";"Mulheres";"Amarela";"35 a 39 anos";"0,03";"0,02";"0,01";"0,01";"0,01";"0,00";"0,03";"0,02";"0,01"
"Paraíba";"Mulheres";"Amarela";"40 a 44 anos";"0,03";"0,03";"0,01";"0,00";"0,00";"0,00";"0,02";"0,02";"0,00"
"Paraíba";"Mulheres";"Amarela";"45 a 49 anos";"0,03";"0,02";"0,01";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Paraíba";"Mulheres";"Amarela";"50 a 54 anos";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Paraíba";"Mulheres";"Amarela";"55 a 59 anos";"0,02";"0,01";"0,01";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Paraíba";"Mulheres";"Amarela";"60 a 64 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,00"
"Paraíba";"Mulheres";"Amarela";"65 a 69 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Paraíba";"Mulheres";"Amarela";"70 a 74 anos";"0,01";"0,01";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Paraíba";"Mulheres";"Amarela";"75 a 79 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Paraíba";"Mulheres";"Amarela";"80 anos ou mais";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00"
"Paraíba";"Mulheres";"Parda";"18 e 19 anos";"0,09";"0,07";"0,03";"0,00";"0,00";"0,00";"1,08";"0,77";"0,31"
"Paraíba";"Mulheres";"Parda";"20 a 24 anos";"0,58";"0,42";"0,16";"0,02";"0,01";"0,00";"2,33";"1,77";"0,56"
"Paraíba";"Mulheres";"Parda";"25 a 29 anos";"0,89";"0,69";"0,21";"0,03";"0,03";"0,00";"1,83";"1,41";"0,42"
"Paraíba";"Mulheres";"Parda";"30 a 34 anos";"1,02";"0,78";"0,24";"0,07";"0,06";"0,01";"1,44";"1,11";"0,33"
"Paraíba";"Mulheres";"Parda";"35 a 39 anos";"1,03";"0,76";"0,27";"0,08";"0,07";"0,01";"1,04";"0,82";"0,22"
"Paraíba";"Mulheres";"Parda";"40 a 44 anos";"1,10";"0,78";"0,32";"0,11";"0,10";"0,01";"0,81";"0,64";"0,17"
"Paraíba";"Mulheres";"Parda";"45 a 49 anos";"1,01";"0,74";"0,27";"0,10";"0,09";"0,01";"0,55";"0,44";"0,12"
"Paraíba";"Mulheres";"Parda";"50 a 54 anos";"0,84";"0,59";"0,25";"0,08";"0,08";"0,01";"0,40";"0,31";"0,09"
"Paraíba";"Mulheres";"Parda";"55 a 59 anos";"0,75";"0,52";"0,23";"0,07";"0,06";"0,01";"0,31";"0,23";"0,07"
"Paraíba";"Mulheres";"Parda";"60 a 64 anos";"0,60";"0,41";"0,19";"0,04";"0,04";"0,00";"0,26";"0,20";"0,06"
"Paraíba";"Mulheres";"Parda";"65 a 69 anos";"0,40";"0,28";"0,13";"0,03";"0,02";"0,00";"0,19";"0,14";"0,05"
"Paraíba";"Mulheres";"Parda";"70 a 74 anos";"0,28";"0,20";"0,09";"0,02";"0,02";"0,00";"0,16";"0,11";"0,04"
"Paraíba";"Mulheres";"Parda";"75 a 79 anos";"0,14";"0,10";"0,04";"0,01";"0,01";"0,00";"0,10";"0,08";"0,03"
"Paraíba";"Mulheres";"Parda";"80 anos ou mais";"0,11";"0,08";"0,03";"0,01";"0,01";"0,00";"0,12";"0,08";"0,04"
"Paraíba";"Mulheres";"Indígena";"18 e 19 anos";"0,00";"-";"0,00";"-";"-";"-";"0,01";"0,01";"0,01"
"Paraíba";"Mulheres";"Indígena";"20 a 24 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,02";"0,01";"0,01"
"Paraíba";"Mulheres";"Indígena";"25 a 29 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,02";"0,01";"0,01"
"Paraíba";"Mulheres";"Indígena";"30 a 34 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,01"
"Paraíba";"Mulheres";"Indígena";"35 a 39 anos";"0,01";"0,01";"0,00";"0,00";"-";"0,00";"0,01";"0,01";"0,01"
"Paraíba";"Mulheres";"Indígena";"40 a 44 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Paraíba";"Mulheres";"Indígena";"45 a 49 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00"
"Paraíba";"Mulheres";"Indígena";"50 a 54 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Paraíba";"Mulheres";"Indígena";"55 a 59 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Paraíba";"Mulheres";"Indígena";"60 a 64 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Paraíba";"Mulheres";"Indígena";"65 a 69 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Paraíba";"Mulheres";"Indígena";"70 a 74 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Paraíba";"Mulheres";"Indígena";"75 a 79 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Paraíba";"Mulheres";"Indígena";"80 anos ou mais";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Paraíba";"Mulheres";"Sem declaração";"18 e 19 anos";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-"
"Paraíba";"Mulheres";"Sem declaração";"20 a 24 anos";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-"
"Paraíba";"Mulheres";"Sem declaração";"25 a 29 anos";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-"
"Paraíba";"Mulheres";"Sem declaração";"30 a 34 anos";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-"
"Paraíba";"Mulheres";"Sem declaração";"35 a 39 anos";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-"
"Paraíba";"Mulheres";"Sem declaração";"40 a 44 anos";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-"
"Paraíba";"Mulheres";"Sem declaração";"45 a 49 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paraíba";"Mulheres";"Sem declaração";"50 a 54 anos";"-";"-";"-";"0,00";"0,00";"-";"-";"-";"-"
"Paraíba";"Mulheres";"Sem declaração";"55 a 59 anos";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-"
"Paraíba";"Mulheres";"Sem declaração";"60 a 64 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paraíba";"Mulheres";"Sem declaração";"65 a 69 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paraíba";"Mulheres";"Sem declaração";"70 a 74 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paraíba";"Mulheres";"Sem declaração";"75 a 79 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paraíba";"Mulheres";"Sem declaração";"80 anos ou mais";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Homens";"Branca";"18 e 19 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,70";"0,57";"0,13"
"Pernambuco";"Homens";"Branca";"20 a 24 anos";"0,21";"0,17";"0,04";"0,00";"0,00";"0,00";"1,65";"1,36";"0,28"
"Pernambuco";"Homens";"Branca";"25 a 29 anos";"0,49";"0,40";"0,08";"0,01";"0,01";"0,00";"1,28";"1,07";"0,21"
"Pernambuco";"Homens";"Branca";"30 a 34 anos";"0,66";"0,55";"0,11";"0,03";"0,02";"0,00";"0,90";"0,75";"0,15"
"Pernambuco";"Homens";"Branca";"35 a 39 anos";"0,68";"0,57";"0,11";"0,04";"0,04";"0,00";"0,67";"0,55";"0,12"
"Pernambuco";"Homens";"Branca";"40 a 44 anos";"0,69";"0,58";"0,11";"0,05";"0,05";"0,00";"0,49";"0,41";"0,08"
"Pernambuco";"Homens";"Branca";"45 a 49 anos";"0,65";"0,55";"0,10";"0,06";"0,06";"0,01";"0,35";"0,29";"0,06"
"Pernambuco";"Homens";"Branca";"50 a 54 anos";"0,59";"0,50";"0,10";"0,06";"0,06";"0,00";"0,23";"0,19";"0,04"
"Pernambuco";"Homens";"Branca";"55 a 59 anos";"0,53";"0,44";"0,09";"0,05";"0,04";"0,00";"0,14";"0,11";"0,03"
"Pernambuco";"Homens";"Branca";"60 a 64 anos";"0,44";"0,36";"0,09";"0,03";"0,03";"0,00";"0,11";"0,09";"0,02"
"Pernambuco";"Homens";"Branca";"65 a 69 anos";"0,34";"0,28";"0,07";"0,02";"0,02";"0,00";"0,07";"0,05";"0,02"
"Pernambuco";"Homens";"Branca";"70 a 74 anos";"0,27";"0,22";"0,05";"0,01";"0,01";"0,00";"0,05";"0,04";"0,01"
"Pernambuco";"Homens";"Branca";"75 a 79 anos";"0,17";"0,13";"0,03";"0,01";"0,01";"0,00";"0,03";"0,03";"0,01"
"Pernambuco";"Homens";"Branca";"80 anos ou mais";"0,19";"0,15";"0,04";"0,00";"0,00";"0,00";"0,04";"0,03";"0,01"
"Pernambuco";"Homens";"Preta";"18 e 19 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,13";"0,11";"0,03"
"Pernambuco";"Homens";"Preta";"20 a 24 anos";"0,04";"0,03";"0,01";"0,00";"0,00";"-";"0,34";"0,28";"0,06"
"Pernambuco";"Homens";"Preta";"25 a 29 anos";"0,10";"0,08";"0,01";"0,00";"0,00";"0,00";"0,30";"0,25";"0,05"
"Pernambuco";"Homens";"Preta";"30 a 34 anos";"0,12";"0,10";"0,02";"0,01";"0,00";"0,00";"0,23";"0,20";"0,03"
"Pernambuco";"Homens";"Preta";"35 a 39 anos";"0,14";"0,12";"0,02";"0,01";"0,01";"0,00";"0,18";"0,16";"0,02"
"Pernambuco";"Homens";"Preta";"40 a 44 anos";"0,15";"0,13";"0,02";"0,01";"0,01";"0,00";"0,15";"0,13";"0,02"
"Pernambuco";"Homens";"Preta";"45 a 49 anos";"0,15";"0,12";"0,02";"0,01";"0,01";"0,00";"0,12";"0,10";"0,02"
"Pernambuco";"Homens";"Preta";"50 a 54 anos";"0,13";"0,10";"0,02";"0,01";"0,01";"0,00";"0,07";"0,06";"0,01"
"Pernambuco";"Homens";"Preta";"55 a 59 anos";"0,10";"0,08";"0,02";"0,01";"0,01";"0,00";"0,05";"0,04";"0,01"
"Pernambuco";"Homens";"Preta";"60 a 64 anos";"0,09";"0,07";"0,02";"0,01";"0,01";"0,00";"0,03";"0,03";"0,01"
"Pernambuco";"Homens";"Preta";"65 a 69 anos";"0,07";"0,06";"0,01";"0,00";"0,00";"0,00";"0,02";"0,02";"0,01"
"Pernambuco";"Homens";"Preta";"70 a 74 anos";"0,05";"0,04";"0,01";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00"
"Pernambuco";"Homens";"Preta";"75 a 79 anos";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Pernambuco";"Homens";"Preta";"80 anos ou mais";"0,03";"0,02";"0,01";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00"
"Pernambuco";"Homens";"Amarela";"18 e 19 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,02";"0,01";"0,00"
"Pernambuco";"Homens";"Amarela";"20 a 24 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,04";"0,03";"0,01"
"Pernambuco";"Homens";"Amarela";"25 a 29 anos";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,03";"0,02";"0,01"
"Pernambuco";"Homens";"Amarela";"30 a 34 anos";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,03";"0,02";"0,01"
"Pernambuco";"Homens";"Amarela";"35 a 39 anos";"0,02";"0,01";"0,00";"0,00";"0,00";"-";"0,02";"0,01";"0,00"
"Pernambuco";"Homens";"Amarela";"40 a 44 anos";"0,02";"0,01";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,00"
"Pernambuco";"Homens";"Amarela";"45 a 49 anos";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Pernambuco";"Homens";"Amarela";"50 a 54 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Pernambuco";"Homens";"Amarela";"55 a 59 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Pernambuco";"Homens";"Amarela";"60 a 64 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Pernambuco";"Homens";"Amarela";"65 a 69 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Pernambuco";"Homens";"Amarela";"70 a 74 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Pernambuco";"Homens";"Amarela";"75 a 79 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Pernambuco";"Homens";"Amarela";"80 anos ou mais";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Pernambuco";"Homens";"Parda";"18 e 19 anos";"0,02";"0,02";"0,01";"0,00";"0,00";"0,00";"1,23";"0,92";"0,31"
"Pernambuco";"Homens";"Parda";"20 a 24 anos";"0,32";"0,24";"0,08";"0,01";"0,00";"0,00";"2,80";"2,17";"0,63"
"Pernambuco";"Homens";"Parda";"25 a 29 anos";"0,73";"0,57";"0,16";"0,01";"0,01";"0,00";"2,12";"1,67";"0,45"
"Pernambuco";"Homens";"Parda";"30 a 34 anos";"0,95";"0,75";"0,20";"0,04";"0,03";"0,00";"1,63";"1,29";"0,34"
"Pernambuco";"Homens";"Parda";"35 a 39 anos";"1,00";"0,78";"0,21";"0,05";"0,04";"0,01";"1,21";"0,97";"0,25"
"Pernambuco";"Homens";"Parda";"40 a 44 anos";"1,03";"0,80";"0,23";"0,06";"0,05";"0,01";"0,92";"0,73";"0,19"
"Pernambuco";"Homens";"Parda";"45 a 49 anos";"0,95";"0,74";"0,21";"0,07";"0,06";"0,01";"0,67";"0,54";"0,13"
"Pernambuco";"Homens";"Parda";"50 a 54 anos";"0,83";"0,65";"0,18";"0,07";"0,06";"0,01";"0,43";"0,34";"0,09"
"Pernambuco";"Homens";"Parda";"55 a 59 anos";"0,73";"0,55";"0,18";"0,06";"0,05";"0,01";"0,26";"0,20";"0,07"
"Pernambuco";"Homens";"Parda";"60 a 64 anos";"0,61";"0,45";"0,16";"0,04";"0,03";"0,01";"0,20";"0,15";"0,05"
"Pernambuco";"Homens";"Parda";"65 a 69 anos";"0,44";"0,33";"0,11";"0,03";"0,02";"0,00";"0,13";"0,09";"0,04"
"Pernambuco";"Homens";"Parda";"70 a 74 anos";"0,33";"0,24";"0,09";"0,02";"0,01";"0,00";"0,09";"0,06";"0,02"
"Pernambuco";"Homens";"Parda";"75 a 79 anos";"0,19";"0,14";"0,05";"0,01";"0,01";"0,00";"0,05";"0,04";"0,01"
"Pernambuco";"Homens";"Parda";"80 anos ou mais";"0,18";"0,14";"0,05";"0,01";"0,00";"0,00";"0,05";"0,04";"0,02"
"Pernambuco";"Homens";"Indígena";"18 e 19 anos";"0,00";"0,00";"-";"-";"-";"-";"0,01";"0,00";"0,01"
"Pernambuco";"Homens";"Indígena";"20 a 24 anos";"0,01";"0,00";"0,00";"-";"-";"-";"0,03";"0,01";"0,02"
"Pernambuco";"Homens";"Indígena";"25 a 29 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,01"
"Pernambuco";"Homens";"Indígena";"30 a 34 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,01"
"Pernambuco";"Homens";"Indígena";"35 a 39 anos";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Pernambuco";"Homens";"Indígena";"40 a 44 anos";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00"
"Pernambuco";"Homens";"Indígena";"45 a 49 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00"
"Pernambuco";"Homens";"Indígena";"50 a 54 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Pernambuco";"Homens";"Indígena";"55 a 59 anos";"0,01";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Pernambuco";"Homens";"Indígena";"60 a 64 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Pernambuco";"Homens";"Indígena";"65 a 69 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Pernambuco";"Homens";"Indígena";"70 a 74 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Pernambuco";"Homens";"Indígena";"75 a 79 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Pernambuco";"Homens";"Indígena";"80 anos ou mais";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Pernambuco";"Homens";"Sem declaração";"18 e 19 anos";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-"
"Pernambuco";"Homens";"Sem declaração";"20 a 24 anos";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-"
"Pernambuco";"Homens";"Sem declaração";"25 a 29 anos";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-"
"Pernambuco";"Homens";"Sem declaração";"30 a 34 anos";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-"
"Pernambuco";"Homens";"Sem declaração";"35 a 39 anos";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-"
"Pernambuco";"Homens";"Sem declaração";"40 a 44 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Homens";"Sem declaração";"45 a 49 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Homens";"Sem declaração";"50 a 54 anos";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Homens";"Sem declaração";"55 a 59 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
